Tracheal,Mic,nasal,resp
1.4342844790313883e-05,0.0003984868136619097,0.0,0.0
1.3646016123697073e-05,-0.0007913385976958873,0.0,0.0
1.4237939014775744e-05,0.0003840810254062708,0.0,0.0
1.411014470639088e-05,-0.00011947814145113307,0.0,0.0
1.5800081381448775e-05,0.0005126726176852047,0.0,0.0
1.368352788586209e-05,-1.2858269118281589e-05,0.0,0.0
1.464484626535381e-05,7.446021210040701e-05,0.0,0.0
1.4915693904020012e-05,-0.0002813439383535509,0.0,0.0
1.3773174639505387e-05,0.000184511456982274,0.0,0.0
1.548917881030481e-05,0.00010418097199969312,0.0,0.0
1.5447216500088588e-05,4.97571272348189e-06,0.0,0.0
1.4573637496502326e-05,-5.493120724294709e-05,0.0,0.0
1.5417970041452988e-05,0.00035741079830116195,0.0,0.0
1.5454846011037045e-05,-0.00029259301645431,0.0,0.0
2.5785839627678658e-05,0.00017365275552503703,0.0,0.0
3.2082093537799395e-06,-0.0002883236692861315,0.0,0.0
1.5221510134533295e-05,0.00011084026347244533,0.0,0.0
1.4761832099894826e-05,8.85042343785762e-05,0.0,0.0
1.536329187965638e-05,0.0003754882887006912,0.0,0.0
1.5309249510438805e-05,-0.0002930412502225283,0.0,0.0
1.3650466671753173e-05,-0.000688454642557411,0.0,0.0
1.7572671091781857e-05,0.0003797245746547637,0.0,0.0
1.3917499554944876e-05,0.0002604797690801367,0.0,0.0
1.6009257139949994e-05,0.00021537727931639499,0.0,0.0
1.6112891330331308e-05,-0.00032837860176496034,0.0,0.0
1.3474352127361439e-05,0.0002206289260191741,0.0,0.0
1.615612522570575e-05,-0.00010765621423666481,0.0,0.0
1.660753795681612e-05,0.00024155858192823139,0.0,0.0
1.4742122529945151e-05,-0.00010877393759060109,0.0,0.0
1.6026423539584432e-05,0.00025719462882429036,0.0,0.0
1.5854123750667534e-05,-0.00038865300984206855,0.0,0.0
1.6489916329695083e-05,0.00015125823351389925,0.0,0.0
1.6300450141146366e-05,-0.0002093099107347217,0.0,0.0
1.5397624678924777e-05,0.00046045242999923617,0.0,0.0
1.674804811678165e-05,-0.0003500718445614288,0.0,0.0
1.632015971109604e-05,5.2129269347169556e-05,0.0,0.0
1.690826784669753e-05,0.0002664206149385813,0.0,0.0
1.3904147910784699e-05,-0.00024500203453625317,0.0,0.0
1.7325983571118856e-05,0.00013577859159227907,0.0,0.0
1.3767452506293565e-05,0.00013468312097861325,0.0,0.0
1.4677271686884718e-05,-0.00013282851402558223,0.0,0.0
1.6953409119807048e-05,0.00019054767172757602,0.0,0.0
1.5341674931969676e-05,4.6215762569615274e-06,0.0,0.0
1.3738206047658912e-05,-0.00014711731644667954,0.0,0.0
1.4914422318862205e-05,-6.9587497774711456e-06,0.0,0.0
1.726749065384845e-05,-0.00029392945245542893,0.0,0.0
1.3871722489255007e-05,0.0009080046285699739,0.0,0.0
1.5813433025608862e-05,-0.0006333988199689734,0.0,0.0
1.4646753643090991e-05,-0.00012272259098191677,0.0,0.0
1.497291523613262e-05,3.003420564075298e-05,0.0,0.0
1.3852012919304655e-05,5.2109559777218345e-05,0.0,0.0
1.4113959461864446e-05,0.00030855713232115376,0.0,0.0
1.4672821138831131e-05,-0.0003462799776200991,0.0,0.0
1.4021133745326439e-05,0.00035493120724294964,0.0,0.0
1.616248315149581e-05,3.135093207191726e-06,0.0,0.0
1.3997609419902278e-05,-6.653569339539614e-06,0.0,0.0
1.3525215533684298e-05,-8.672655832761023e-05,0.0,0.0
1.5362020294498466e-05,0.00032725833524071196,0.0,0.0
1.370387324839109e-05,-0.00046342666768393263,0.0,0.0
1.418961877876931e-05,0.00038665217059586157,0.0,0.0
1.3783347320769914e-05,-0.00021054779888609324,0.0,0.0
1.5351847613233615e-05,4.505671269804969e-05,0.0,0.0
1.2079423208972306e-05,0.00014149818163322476,0.0,1.0
1.754215304798958e-05,5.485809109636197e-05,0.0,1.0
1.5469469240354513e-05,-9.328730195061164e-05,0.0,1.0
1.3608504361537172e-05,-0.00015556127768876776,0.0,1.0
1.5859845883878277e-05,0.00015484791841509707,0.0,1.0
1.3787162076243116e-05,-1.6196180158185952e-05,0.0,1.0
1.7271305409322545e-05,-0.00022532234683756759,0.0,1.0
1.3428575061671763e-05,-0.00010333091732153186,0.0,1.0
1.4701431804888231e-05,0.00036577973601891795,0.0,1.0
1.678174512347017e-05,-0.00017897688258182293,0.0,1.0
1.4057373922331377e-05,0.0003692696014852119,0.0,1.0
1.5258386104116756e-05,0.00015141018794028678,0.0,0.0
1.5477734543882287e-05,-0.0007062593779405412,0.0,0.0
1.4465552758068431e-05,4.488949924976234e-05,0.0,0.0
8.011622288344406e-06,0.00016032908623890666,0.0,0.0
2.5539152107014505e-05,0.000628296584522264,0.0,0.0
1.764197248289666e-05,-0.00019383916990920892,0.0,0.0
1.4880725312173854e-05,-8.93415732051429e-06,0.0,0.0
1.5894814475724912e-05,-2.188588794791556e-05,0.0,0.0
1.7757686732280047e-05,-2.793672592254146e-06,0.0,0.0
1.4579995422293164e-05,-0.00031927913837389703,0.0,0.0
1.5354390783550744e-05,0.00040580160728363924,0.0,0.0
1.658655680170825e-05,-0.0001385163144375736,0.0,0.0
2.9049362935832906e-05,0.00019014966557310197,0.0,0.0
3.1789628951447637e-07,-2.3388265812162046e-05,0.0,0.0
1.3363724218610496e-05,2.2608784110273592e-05,0.0,0.0
1.6133872485439944e-05,-0.00026516174563210394,0.0,0.0
1.7894382136770512e-05,0.00014106711426464216,0.0,0.0
1.5222781719691114e-05,0.00015158820986241523,0.0,0.0
1.141056941583419e-05,-0.0004520173698532604,0.0,0.0
1.852318099742864e-05,0.0006088171714859754,0.0,0.0
1.5850944787771695e-05,-0.0003265080999974564,0.0,1.0
1.3422217135881286e-05,0.00020172617685206503,0.0,1.0
1.1002390580095114e-05,-0.00012784835075405103,0.0,1.0
1.784161135271098e-05,0.00012083301543704258,0.0,1.0
1.402622008595788e-05,9.89725591922887e-05,0.0,1.0
9.969227639173945e-06,-0.00045105032934055454,0.0,1.0
1.651216906996211e-05,0.0007056076905470326,0.0,1.0
1.5557208616260545e-05,-0.0004646232293176672,0.0,1.0
1.3853920297041464e-05,0.00029593919279774126,0.0,1.0
1.36078685689572e-05,-9.052287581699367e-05,0.0,1.0
1.5161745632104572e-05,0.0002322836397853557,0.0,1.0
1.5321965362020863e-05,-0.0003785070318659221,0.0,1.0
-1.21945016657705e-06,9.184087383331983e-05,0.0,0.0
3.117163856463437e-05,0.0003397058823529425,0.0,0.0
1.4068182396174815e-05,2.7857887642735052e-05,0.0,0.0
1.5986368607105118e-05,-0.0004763447013046446,0.0,0.0
1.4178174512346616e-05,0.0005421269804938829,0.0,0.0
1.6047404694691753e-05,-0.00011291803362071178,0.0,0.0
1.5628417385112167e-05,0.00021257025507998343,0.0,0.0
1.544912387782541e-05,-0.00032553788052185853,0.0,0.0
1.5473283995828393e-05,-0.00018727588311589073,0.0,0.0
1.2701228351261808e-05,0.00018580783805091376,0.0,0.0
1.640154116121147e-05,6.336308842603155e-05,0.0,0.0
1.5758119071231398e-05,-5.120927748531221e-05,0.0,0.0
1.5131227588310915e-05,-0.0001580949111161948,0.0,0.0
1.5482185091935477e-05,0.0005316796368352746,0.0,0.0
1.2943465323871994e-05,-0.00019147910785585298,0.0,0.0
1.7133338419673737e-05,8.723074184281373e-07,0.0,0.0
1.524884921543163e-05,4.498359655146138e-05,0.0,0.0
2.5267668675772065e-05,-0.00012123038579893584,0.0,0.0
5.937031102974252e-06,6.46073345031931e-05,0.0,1.0
1.428816662851888e-05,7.665115332773982e-05,0.0,1.0
1.586366063935259e-05,0.0002200617990386838,0.0,1.0
1.4296431932047495e-05,-0.00011542114900434755,0.0,1.0
1.5583911904579293e-05,-0.00012549591821163893,0.0,1.0
9.559777218280565e-06,-0.0001543462780702419,0.0,1.0
2.1617583479567034e-05,0.0002679395234098838,0.0,1.0
1.5012970168611635e-05,0.00019498868289209422,0.0,1.0
1.278388138653851e-05,-0.00022747386892500094,0.0,1.0
1.714541847867695e-05,0.0001690578825563935,0.0,1.0
1.8234531166551642e-05,-0.00018967981485719992,0.0,1.0
1.2197044836092716e-05,-0.0002811309478395737,0.0,0.0
1.4759924722158264e-05,0.00027691945779608705,0.0,0.0
1.349279011215347e-05,-0.00012251405101599695,0.0,0.0
1.7029068436713005e-05,0.000196657002619465,0.0,0.0
1.4394979781795594e-05,-0.00010449314615599745,0.0,0.0
1.5952671600416338e-05,0.0004178072785534445,0.0,0.0
1.4090435136440857e-05,3.041059484753465e-05,0.0,0.0
1.550380203962208e-05,9.49746954553599e-06,0.0,0.0
1.398934411637478e-05,-0.00039465616337326024,0.0,0.0
1.5150301365681736e-05,0.000545803768978405,0.0,0.0
1.4033849596907013e-05,-0.0005508557768113716,0.0,0.0
1.4654383154039084e-05,-6.215571831845495e-05,0.0,0.0
1.6299814348566205e-05,0.0002064240482185081,0.0,0.0
1.3937209124895227e-05,-7.12418300653579e-05,0.0,0.0
1.6940057475649644e-05,0.0003338254367895023,0.0,0.0
1.3578622110322607e-05,-0.00038838089061824627,0.0,0.0
1.5430685893033935e-05,0.000535479133287552,0.0,0.0
1.8310826276035636e-05,-0.00016842526894025956,0.0,0.0
1.3097962920576298e-05,-0.00014544263879352114,0.0,1.0
1.3822766460669491e-05,8.225566491187879e-05,0.0,1.0
2.1257724879834952e-05,-0.0003994417741156122,0.0,1.0
8.906182447039041e-06,0.00047054372981358416,0.0,1.0
1.349851224536492e-05,0.00022074336868340208,0.0,1.0
1.868340072734692e-05,-0.00013661020828564896,0.0,1.0
1.4444571602960247e-05,-1.78339818417695e-06,0.0,1.0
1.4841306172274277e-05,-0.0001349647770911213,0.0,1.0
1.4612420843823318e-05,6.138831667556747e-05,0.0,1.0
1.6732153302305913e-05,9.991925434246398e-05,0.0,1.0
1.510007375193904e-05,8.943948526232668e-05,0.0,0.0
1.0727092393377482e-05,3.0849927519644384e-05,0.0,0.0
4.0295897866280185e-05,-0.00037870285598026434,0.0,0.0
2.452251977314304e-06,0.00013985338623127817,0.0,0.0
1.0306833498638963e-05,-6.129294778871289e-05,0.0,0.0
1.6013707688004332e-05,0.00014870171155362518,0.0,0.0
1.555975178657784e-05,0.0002413595788509958,0.0,0.0
1.699918618549878e-05,-0.00011585412375066688,0.0,0.0
1.6183464306604273e-05,-0.0004272265456117599,0.0,0.0
1.773098344396089e-05,0.00037649411256071737,0.0,0.0
1.3858370845095355e-05,0.00020455227486584709,0.0,0.0
1.614849571475692e-05,-5.5554919762975096e-05,0.0,0.0
1.482350398006101e-05,-9.881679001042528e-05,0.0,0.0
1.3858370845095052e-05,-9.971135016911902e-05,0.0,0.0
1.6704178428828774e-05,0.000455105414409601,0.0,0.0
1.5304163169806786e-05,7.628557259479919e-05,0.0,0.0
1.4922051829810472e-05,-0.0005495326924544133,0.0,0.0
1.4024948500800866e-05,5.642277663335197e-05,0.0,0.0
1.5787365529869105e-05,0.00010731670099946585,0.0,0.0
1.5852852165508687e-05,0.00014058899824521284,0.0,0.0
1.4829226113272452e-05,-3.0626128531818762e-06,0.0,0.0
1.5999084458685553e-05,-0.0004442931258106345,0.0,0.0
1.4555199511710941e-05,0.0009794282953129358,0.0,0.0
1.3789705246560027e-05,-0.0005834229800869773,0.0,0.0
1.7096462450089717e-05,0.00030050227613743146,0.0,0.0
1.5741588464179092e-05,-0.0002774293634444703,0.0,0.0
1.2771165534955198e-05,0.0002493324177920176,0.0,1.0
1.622224765392475e-05,-0.00026339424226240184,0.0,1.0
1.5980010681314993e-05,-0.0002149220518298093,0.0,1.0
1.425764858472554e-05,5.929401592026621e-06,0.0,1.0
1.544467332977268e-05,9.722158642964341e-05,0.0,1.0
1.458508176292499e-05,0.0006027517102820385,0.0,1.0
1.692225528343654e-05,-0.00014663729304951502,0.0,1.0
1.2331197070267602e-05,-0.00024957147580173,0.0,1.0
1.5911980875358886e-05,-3.4351873044930336e-06,0.0,1.0
1.4176902927188685e-05,0.00036816586556801776,0.0,1.0
1.423158108898559e-05,-0.0002301689936675058,0.0,1.0
2.726596475165793e-05,0.000648196892245874,0.0,0.0
3.7772437120069963e-06,-0.0003604600595101837,0.0,0.0
1.4758653137000586e-05,-0.0003365733323160626,0.0,0.0
1.32244856438028e-05,0.0002758723074184275,0.0,0.0
1.3945474428422517e-05,-0.0001866884107728673,0.0,0.0
1.4885175860227182e-05,5.41975026067495e-05,0.0,0.0
1.2100404364080183e-05,0.0004737182421606762,0.0,0.0
1.6905088883802308e-05,-0.0004892099641412948,0.0,0.0
1.4478268609647892e-05,-3.766625975941499e-05,0.0,0.0
1.3883802548255863e-05,0.00038573853665979646,0.0,0.0
1.597365275552463e-05,-6.224663665725664e-05,0.0,0.0
1.3124666208893897e-05,-0.0004890707255664901,0.0,0.0
1.615167467765258e-05,2.496185244525694e-05,0.0,0.0
1.3616133872484743e-05,0.00044042369217466574,0.0,0.0
1.4382899722794232e-05,-0.000241732789094885,0.0,0.0
1.7802828005387185e-05,0.0006454801505556825,0.0,0.0
1.3546832481369938e-05,-0.00042065181455201896,0.0,0.0
1.4787899595635347e-05,-0.0002397408509447864,0.0,0.0
1.5908166119884532e-05,0.0001470810762696773,0.0,0.0
1.3431118231987381e-05,0.00022321342285292625,0.0,1.0
1.6687647821773965e-05,-0.00016891101447063953,0.0,1.0
1.3880623585360079e-05,0.00014521566084280493,0.0,1.0
1.374583555859568e-06,-2.3810432084634488e-05,0.0,1.0
2.9699142951601685e-05,-3.251824724701879e-05,0.0,1.0
1.4629587243457399e-05,-0.00010463174893822597,0.0,1.0
1.493349609623196e-05,3.352152793672645e-05,0.0,1.0
1.5936140993361217e-05,0.00011460542712545513,0.0,1.0
1.3829124386459966e-05,0.000491634877037717,0.0,1.0
1.5827420462348023e-05,-9.631685358968611e-05,0.0,1.0
1.4239210599932935e-05,-0.00038772602426184765,0.0,1.0
1.5616973118689034e-05,0.0001581661198850495,0.0,1.0
1.6325246051727777e-05,-0.00013204013122758738,0.0,1.0
1.637547366547069e-05,0.00018724218610920328,0.0,0.0
1.3797970550086956e-05,-0.0004466048676279851,0.0,0.0
1.511851173673062e-05,0.00033879415579461317,0.0,0.0
1.4613692428980943e-05,-0.00020198812339462157,0.0,0.0
1.4569822741028997e-05,0.0001426610462602684,0.0,0.0
1.6158668396021182e-05,0.0004659068945347278,0.0,0.0
1.6034053050532235e-05,-0.0005201050329340573,0.0,0.0
1.321876351059235e-05,0.00017323440400803525,0.0,0.0
1.5433229063350058e-05,-3.4416723887994676e-05,0.0,0.0
1.6367844154522638e-05,0.0003046540016784912,0.0,0.0
1.4903613845018653e-05,-0.00011813280435390556,0.0,0.0
1.7200096640471272e-05,-0.00010166895551994977,0.0,0.0
1.037994964522707e-05,0.00022298263014674085,0.0,0.0
1.8586760255334924e-05,0.00014710841535057586,1.0,0.0
1.4392436611479593e-05,-0.0001225630070445789,1.0,0.0
1.465819790951423e-05,-3.9471910683857184e-05,1.0,0.0
1.5314971643649717e-05,0.00018435123725235838,1.0,0.0
1.6227333994557006e-05,-0.00034235459423717494,0.0,0.0
1.310559243152476e-05,-7.882174919254444e-05,0.0,0.0
1.5228503852901974e-05,-6.650453955901506e-05,0.0,0.0
1.0612013936572505e-05,0.00015762696777802974,0.0,0.0
2.0251901019810946e-05,8.073039851479035e-05,0.0,0.0
1.4986902672871812e-05,-6.825932707713423e-05,0.0,0.0
2.255792070393937e-06,-0.00010511940184634081,0.0,0.0
1.572823682001833e-05,0.0005609903105210937,0.0,0.0
2.6611734187838522e-05,-0.0001983978027008476,0.0,0.0
1.5573103430736206e-05,-0.00023385913379618805,0.0,0.0
8.700185651432287e-06,0.00019885811652806045,0.0,0.0
2.2283894102387746e-05,8.735344981053246e-05,0.0,0.0
1.4106329950915951e-05,-0.00017968134075939106,0.0,0.0
1.6587192594287133e-05,-0.00022988415859210128,0.0,0.0
1.4930317133338398e-05,-6.717085018183557e-05,0.0,0.0
1.9472419317922086e-05,0.0006544225731797247,0.0,0.0
1.0714376541795e-05,-0.00025722578266066336,0.0,0.0
1.6610081127132896e-05,0.00018343951069403193,0.0,0.0
1.6020701406372378e-05,-0.00021566974390274573,0.0,0.0
1.5089901070675306e-05,0.00018564443935810396,0.0,0.0
1.715686274509691e-05,0.00020726456600798552,0.0,0.0
1.440388087790128e-05,0.0002338368810559226,0.0,0.0
1.5243762874799103e-05,-0.0007611626103100107,0.0,0.0
1.609699651585599e-05,0.00021263192696014804,0.0,0.0
2.0898502072682964e-05,0.00018882594542356582,0.0,0.0
1.1169604028380876e-05,0.00010127794308384856,0.0,0.0
1.4681722234937989e-05,-0.0005316116070293229,0.0,0.0
1.631634495562061e-05,2.683616896823902e-05,0.0,0.0
1.6931792172120433e-05,0.0005583670303400234,0.0,0.0
1.4494163424123466e-05,6.216589099972121e-05,0.0,0.0
2.2004781160181767e-06,-1.4859108364485528e-05,0.0,0.0
2.9073523053838747e-05,-0.00017779748734772627,0.0,0.0
1.4412146181429546e-05,0.00028160397751837306,0.0,0.0
1.7115536227460816e-05,-3.835545891508421e-05,0.0,0.0
4.5788509956511964e-05,-4.9055848020142854e-05,0.0,0.0
-1.6093181760382786e-05,-0.0004483952595305313,0.0,0.0
1.3607868568957626e-05,1.1370514483354815e-05,0.0,0.0
1.7055771725032502e-05,0.0004930151827267857,0.0,0.0
1.751036341903729e-05,-0.00015381030492611983,0.0,0.0
1.2308308537422324e-05,1.8359782304623305e-05,0.0,0.0
1.8426540525418826e-05,-8.930724040588994e-05,0.0,0.0
1.4677271686883643e-05,-3.299000534066e-05,0.0,0.0
1.328425014623135e-05,0.00036553686325373246,0.0,0.0
1.481205971363814e-05,-0.00023825818265049237,0.0,0.0
1.6112255537753007e-05,5.2693217364765305e-05,0.0,0.0
1.3784618905927061e-05,0.0001137432923882924,0.0,0.0
1.0095114569822898e-05,-0.0004191125607181907,0.0,0.0
1.8848071005314814e-05,0.0005172153556623702,0.0,0.0
1.4395615574374826e-05,-0.0004923908344141776,0.0,0.0
1.4712876071309754e-05,0.0006929261717657225,0.0,0.0
1.4383535515372453e-05,6.446110221001465e-05,0.0,0.0
1.4967193102921573e-05,-0.00042032756033671595,0.0,0.0
1.3667633071387135e-05,-0.0002871569899036131,0.0,0.0
1.499008163576647e-05,0.0003766282647948935,0.0,0.0
1.4845120927747646e-05,0.0005566173291625341,0.0,0.0
1.4234124259300918e-05,-0.0005452741537600747,0.0,0.0
1.4934767681391222e-05,0.00028876427354339594,0.0,0.0
1.3694336359705022e-05,-0.00020955405508506908,0.0,0.0
1.6996643015181992e-05,-0.00010856730500241608,0.0,0.0
1.2657994455888184e-05,0.0003521178250807431,0.0,0.0
1.5154116121155735e-05,-0.000767123801530987,0.0,0.0
1.4619414562192134e-05,0.0005561404847282603,0.0,0.0
1.5106431677729221e-05,3.0367360952162405e-05,0.0,0.0
1.3923857480735162e-05,-0.00013581801073217698,0.0,0.0
1.6044225731796483e-05,-0.00018820986241448493,0.0,0.0
1.4468731720963119e-05,0.0002847981994354158,0.0,0.0
1.613005772996556e-05,0.0002892754507769387,0.0,0.0
1.4106965743495753e-05,4.087955545383013e-05,0.0,0.0
1.8745708400091958e-05,-0.00023288764273543368,0.0,0.0
1.1207751583123773e-05,-0.00011597301696294497,0.0,0.0
1.6320159711095375e-05,8.550265761298133e-05,0.0,0.0
1.4359375397370159e-05,0.00030168103557894993,0.0,0.0
1.5399532056661772e-05,-8.260407924518631e-05,0.0,0.0
1.4861651534803152e-05,-0.00013255003687596807,0.0,0.0
1.67499554945194e-05,0.0001682784008545064,0.0,0.0
3.556878004119834e-05,0.00020255016403448545,0.0,0.0
-6.216779837745399e-06,-0.00012221459271127214,0.0,0.0
7.466112255537486e-06,-0.00011817858141959692,0.0,0.0
2.296673533226591e-05,0.00012414740215151997,0.0,0.0
1.4595254444188917e-05,-0.00017113501691208078,0.0,1.0
1.769092851148125e-05,-9.461483685562558e-05,0.0,1.0
1.5149029780525333e-05,0.0006007171740291424,0.0,1.0
1.4881361104752312e-05,0.00021692861320922767,0.0,1.0
1.7444240990818058e-05,-0.0005977683680476068,0.0,1.0
1.2352814017954945e-05,0.0001571583886472891,0.0,1.0
1.7922992802827164e-05,-0.00028901223264921966,0.0,1.0
1.6210803387502478e-05,0.0005184678670430577,0.0,1.0
1.2153810940718745e-05,-0.0001327363241016253,0.0,1.0
1.8764146384882137e-05,-6.883408356857639e-05,0.0,1.0
1.5152208743419133e-05,-0.0002290811525647849,0.0,1.0
1.578800132244762e-05,0.00032682536049439105,0.0,0.0
1.5735866330969132e-05,-0.0003219774420792942,0.0,0.0
1.630362910404101e-05,0.0002885131354746835,0.0,0.0
1.5061290404618427e-05,-0.00037087688512499713,0.0,0.0
1.8818188754101404e-05,0.0005454305587345172,0.0,0.0
1.1507209887845792e-05,0.0002649017064672827,0.0,0.0
1.631507337046359e-05,-0.00037099132778922175,0.0,0.0
1.2722209506370155e-05,-0.0002984842704915928,0.0,0.0
1.670990056204239e-05,0.00043051550062307763,0.0,0.0
1.5007248035400884e-05,0.00024937946644286473,0.0,0.0
1.6765214516415942e-05,-0.00025787047633579855,0.0,0.0
2.5486381322957002e-05,-8.331108059306558e-05,0.0,0.0
4.4359248238854655e-06,-0.0003021636021464328,0.0,0.0
1.5529869535362635e-05,0.00016636720836194402,0.0,0.0
1.6512804862541832e-05,0.0003400295007756664,0.0,0.0
1.3715953307392089e-05,-0.00043888825309631074,0.0,0.0
1.49932605986618e-05,0.0002516467027796845,0.0,0.0
1.351377126726184e-05,0.00029270745911853894,0.0,0.0
1.5358841331602972e-05,-0.00010571768266320456,0.0,0.0
1.7546603596042445e-05,-0.00023082322423132728,0.0,0.0
8.902367691563566e-06,0.000265975560133263,0.0,0.0
1.872790620787729e-05,-0.00024906856387172077,0.0,0.0
1.5267287200222983e-05,8.144502937361608e-05,0.0,0.0
1.5049210345616499e-05,-0.0001982750947330941,0.0,0.0
1.9038808779023652e-05,0.00019493082576740365,0.0,0.0
1.1925561404846375e-05,8.620711579054361e-05,1.0,0.0
1.4204242008085806e-05,0.00022600455227486546,1.0,0.0
1.2822664733856223e-05,-0.0005807157752854661,1.0,0.0
1.6161211566336105e-05,-2.8928562345809517e-06,1.0,0.0
