Mic_plus_dBFS,nasal,resp
0.0150021065883878,0.0,0.0
-0.060414633840816856,0.0,0.0
0.0600690288714242,0.0,0.0
0.0596577270225394,0.0,0.0
-0.1263617611870317,0.0,0.0
-0.0406888791319921,0.0,0.0
-0.040250277621349,0.0,0.0
-0.04039741846212106,0.0,0.0
-0.0600810430114891,0.0,0.0
0.015057606829988999,0.0,0.0
-0.06035367086937666,0.0,0.0
-0.0773347231826256,0.0,0.0
0.015899268410314898,0.0,0.0
0.0149058405982044,0.0,0.0
-0.09198478688805971,0.0,0.0
0.0594457518693134,0.0,0.0
0.1360470753367187,0.0,0.0
-0.09176722502544185,0.0,0.0
-0.0405376774840177,0.0,0.0
-0.0401946311474546,0.0,0.0
-0.091924712754645,0.0,0.0
-0.0401968665941625,0.0,0.0
-0.0164739041602722,0.0,0.0
-0.0597866316282587,0.0,0.0
-0.015728347078814597,0.0,0.0
-0.041291097412300304,0.0,0.0
0.0156491209064366,0.0,0.0
-0.0606314378386805,0.0,0.0
1.5143112487541486,0.0,0.0
-0.0918552168110017,0.0,0.0
-0.1037226800541834,0.0,0.0
-0.0163478398434949,0.0,0.0
-0.040579264676612,0.0,0.0
-0.07706479744319901,0.0,0.0
-0.016036024909998864,0.0,0.0
-0.016484375664048798,0.0,0.0
-0.07712112294356767,0.0,0.0
-0.06027137069898424,0.0,0.0
0.0157982524137736,0.0,0.0
-0.01601520524620598,0.0,0.0
-0.0921404524357315,0.0,0.0
1.51425130432242,0.0,0.0
-0.1041075589992763,0.0,0.0
-0.0772902482201374,0.0,0.0
-0.0407173187698446,0.0,0.0
-0.04052739099588165,0.0,0.0
-0.0403064378156472,0.0,0.0
-0.0402867276099047,0.0,0.0
-0.0400085581838983,0.0,0.0
-0.0773712125903213,0.0,0.0
-0.0408655919572,0.0,0.0
0.0597657043120284,0.0,0.0
-0.06043147535044276,0.0,0.0
0.0597688120661547,0.0,0.0
1.5141063467933644,0.0,0.0
-0.1157215186818343,0.0,0.0
-0.09183843188691537,0.0,0.0
0.015244279345947399,0.0,0.0
-0.015615582906997999,0.0,0.0
-0.07728781122718201,0.0,0.0
0.015187145117418099,0.0,0.0
-0.060024557291390404,0.0,0.0
-0.0915666890522978,0.0,0.0
-0.07792105682113941,0.0,0.0
0.0157213094316521,0.0,0.0
-0.0400666193980078,0.0,0.0
-0.0163799645351355,0.0,0.0
-0.040526347024466884,0.0,0.0
-0.0910931634552885,0.0,0.0
-0.0411807117405219,0.0,0.0
-0.060320422096456335,0.0,0.0
-0.059917353125677406,0.0,0.0
-0.06036805694806235,0.0,0.0
-0.04050518721164422,0.0,0.0
-0.115808938254073,0.0,0.0
-0.040511205624197306,0.0,0.0
-0.060218261037480306,0.0,0.0
0.014701859265074599,0.0,0.0
-0.077006326142876,0.0,0.0
0.059298415204426996,0.0,0.0
-0.015793064405433897,0.0,0.0
-0.1157333965587957,0.0,0.0
-0.016045552897588196,0.0,0.0
-0.015800259670050797,0.0,0.0
-0.0604413631966318,0.0,0.0
0.015416476136466389,0.0,0.0
0.0592900278287244,0.0,0.0
-0.0766033226587326,0.0,0.0
-0.0776542045030397,0.0,0.0
-0.0157882501840255,0.0,0.0
0.059463756243566396,0.0,0.0
-0.10458968369091687,0.0,0.0
0.1349195760360907,0.0,0.0
-0.0400655404580012,0.0,0.0
-0.0918251063102515,0.0,0.0
-0.060329760617857116,0.0,0.0
-0.0157920725690106,0.0,0.0
-0.077210586588948,0.0,0.0
-0.07717451744014711,0.0,0.0
-0.0604384131190651,0.0,0.0
-0.0768387026083779,0.0,0.0
-0.016422848108798398,0.0,0.0
-0.060767419248105504,0.0,0.0
-0.0599643744374447,0.0,0.0
-0.0601257131622991,0.0,0.0
-0.0161887321148003,0.0,0.0
-0.10448377527048,0.0,0.0
-0.06026695448373031,0.0,0.0
0.0601162962349195,0.0,0.0
0.13520357885900972,0.0,0.0
-0.0774193579833682,0.0,0.0
0.014929399256427799,0.0,0.0
0.0155015610783549,0.0,0.0
-0.1156161869252665,0.0,0.0
-0.040845796555251904,0.0,0.0
0.13501963897955602,0.0,0.0
-0.059672480792827304,0.0,0.0
0.0155222713858242,0.0,0.0
0.13531354872244145,0.0,0.0
-0.10457972972229959,0.0,0.0
-0.0778669502368714,0.0,0.0
-0.015993583847970942,0.0,0.0
-0.0158328815514882,0.0,0.0
-0.076998084363674,0.0,0.0
0.059234527587123297,0.0,0.0
-0.07699599832822221,0.0,0.0
-0.06026712805510438,0.0,0.0
-0.015877218546986798,0.0,0.0
0.05967781171011093,0.0,0.0
-0.0775852388104072,0.0,0.0
0.1355991569216225,0.0,0.0
0.13530458913341775,0.0,0.0
-0.1158984336890823,0.0,0.0
0.015215484935835698,0.0,0.0
-0.040357062799752354,0.0,0.0
-0.06029306966391393,0.0,0.0
-0.0402278684761085,0.0,0.0
0.015236710235294,0.0,0.0
-0.0601992622836337,0.0,0.0
-0.0606653058735728,0.0,0.0
-0.060222608587135705,0.0,0.0
0.059802242675752695,0.0,0.0
-0.07715771789283142,0.0,0.0
1.5141806531436606,0.0,0.0
-0.0409447424111559,0.0,0.0
-0.0401807937577647,0.0,0.0
-0.0400308897624441,0.0,0.0
0.059275623947846495,0.0,0.0
-0.07686119440665361,0.0,0.0
-0.0773351307256688,0.0,0.0
0.015277282067139566,0.0,0.0
-0.09165305575202562,0.0,0.0
-0.015923872370643397,0.0,0.0
0.015736182527453298,0.0,0.0
0.13538584024605477,0.0,0.0
-0.0608358267148536,0.0,0.0
1.514795395901983,0.0,0.0
-0.0916107984340531,0.0,0.0
-0.0919900893981688,0.0,0.0
-0.0406136470677007,0.0,0.0
-0.04051031615037925,0.0,0.0
-0.07744843404959241,0.0,0.0
0.0157172422665241,0.0,0.0
-0.016041790277105502,0.0,0.0
-0.09156746217607391,0.0,0.0
-0.0406293797550688,0.0,0.0
-0.01613077707805156,0.0,0.0
-0.01599843685272667,0.0,0.0
-0.0398374670366742,0.0,0.0
0.059308880350277794,0.0,0.0
-0.0919361188735128,0.0,0.0
-0.0913491971268635,0.0,0.0
-0.016337000215815,0.0,0.0
-0.0406428185028117,0.0,0.0
-0.0600141773417452,0.0,0.0
0.015232773407644699,0.0,0.0
-0.06035071697705449,0.0,0.0
-0.0767282431846603,0.0,0.0
-0.07753134966720131,0.0,0.0
0.0597768160589321,0.0,0.0
-0.016338704775719397,0.0,0.0
0.059861644776411295,0.0,0.0
1.5143953533038803,0.0,0.0
-0.1165195553543501,0.0,0.0
-0.015891844955267298,0.0,0.0
0.015223583025914799,0.0,0.0
-0.015539108504007198,0.0,0.0
-0.040604024982809704,0.0,0.0
-0.0157948656058103,0.0,0.0
-0.0773968668208851,0.0,0.0
-0.07720684431382784,0.0,0.0
-0.0600813055938242,0.0,0.0
0.13474827189835262,0.0,0.0
-0.1042235529973944,0.0,0.0
0.13534733664746879,0.0,0.0
0.05962204761458945,0.0,0.0
-0.1043633815877151,0.0,0.0
-0.060470533995950204,0.0,0.0
-0.0163600241724794,0.0,0.0
-0.016090446847386013,0.0,0.0
-0.0770466582809193,0.0,0.0
-0.0400497581788119,0.0,0.0
-0.0774586963776105,0.0,0.0
-0.07690235943297541,0.0,0.0
-0.0404926544683264,0.0,0.0
-0.07726121665939381,0.0,0.0
-0.0775868619888615,0.0,0.0
1.5143412702439378,0.0,0.0
-0.0596936609510125,0.0,0.0
-0.0915588497297984,0.0,0.0
-0.016126761412122412,0.0,0.0
-0.060658497170844004,0.0,0.0
-0.07700411867104161,0.0,0.0
-0.04039872755904129,0.0,0.0
0.059501279449995496,0.0,0.0
-0.0919694547500165,0.0,0.0
-0.060709567845547104,0.0,0.0
-0.0594577049732906,0.0,0.0
0.015102043009129899,0.0,0.0
-0.01604277321243268,0.0,0.0
1.5146101157717726,0.0,0.0
-0.0609666054336044,0.0,0.0
-0.091488959594756,0.0,0.0
0.015441581042241928,0.0,0.0
-0.016158654675264245,0.0,0.0
-0.06035072651394317,0.0,0.0
-0.0401088843454913,0.0,0.0
-0.0402260132333629,0.0,0.0
-0.0607533402572355,0.0,0.0
-0.07675488035055131,0.0,0.0
-0.016293496108595,0.0,0.0
-0.0164368279160261,0.0,0.0
-0.0400264487512796,0.0,0.0
1.5143970565921994,0.0,0.0
-0.1264593248298688,0.0,0.0
-0.1271308197053806,0.0,0.0
0.015871484274611398,0.0,0.0
-0.01614360419333347,0.0,0.0
-0.07722237926970384,0.0,0.0
0.015414447958139286,0.0,0.0
-0.07639305969492201,0.0,0.0
-0.0780855617930374,0.0,0.0
-0.07716976489061886,0.0,0.0
0.0156101309265276,0.0,0.0
-0.016179963899342897,0.0,0.0
-0.0405317442676702,0.0,0.0
0.1361004533026911,0.0,0.0
-0.10502619980190081,0.0,0.0
-0.06031099837884997,0.0,0.0
-0.0163020494261607,0.0,0.0
-0.059754553985269,0.0,0.0
-0.0408357656557326,0.0,0.0
-0.0404728628811338,0.0,0.0
-0.0604432642164431,0.0,0.0
-0.0916682149544874,0.0,0.0
-0.0402962403384722,0.0,0.0
0.0152130657450725,0.0,0.0
-0.077291259130338,0.0,0.0
0.1358383103002242,0.0,0.0
0.0593909052224835,0.0,0.0
-0.0602186882900934,0.0,0.0
-0.04051636063042808,0.0,0.0
0.0152291646489661,0.0,0.0
-0.0156978544667243,0.0,0.0
-0.077678072792249,0.0,0.0
0.0156700842593523,0.0,0.0
-0.0919512322989089,0.0,0.0
-0.1045391063912551,0.0,0.0
-0.0402116602158914,0.0,0.0
-0.0161851634110542,0.0,0.0
-0.07721726749736843,0.0,0.0
0.1351729298419451,0.0,0.0
-0.039833797877700604,0.0,0.0
-0.0919572201934182,0.0,0.0
-0.0604437226228925,0.0,0.0
-0.06026567463326873,0.0,0.0
-0.07713331553785571,0.0,0.0
-0.06025871779086899,0.0,0.0
0.015322849957071154,0.0,0.0
-0.06028793182408279,0.0,0.0
-0.07700370095531721,0.0,0.0
-0.040311702178201604,0.0,0.0
-0.0409508625505216,0.0,0.0
-0.060039203409240904,0.0,0.0
1.5145598035976164,0.0,0.0
-0.09181310699690748,0.0,0.0
-0.09176520193345539,0.0,0.0
-0.0157777602422641,0.0,0.0
-0.0406738121194542,0.0,0.0
-0.0774566103421587,0.0,0.0
-0.060707207147701205,0.0,0.0
0.0159894841983162,0.0,0.0
-0.060345015824998335,0.0,0.0
-0.0772803241337713,0.0,0.0
-0.016176036608582297,0.0,0.0
0.015935549278044598,0.0,0.0
0.0589130791244697,0.0,0.0
1.51405810348826,0.0,0.0
-0.1040047545182102,0.0,0.0
-0.0919181253077337,0.0,0.0
-0.0404405201126386,0.0,0.0
-0.039989825191349804,0.0,0.0
-0.07716183655715837,0.0,0.0
0.014967064244601999,0.0,0.0
-0.0768951495451292,0.0,0.0
-0.060301904637592114,0.0,0.0
-0.061043177748652304,0.0,0.0
-0.015343157866942998,0.0,0.0
-0.040567300331859804,0.0,0.0
-0.0402445472228342,0.0,0.0
0.059531953898763305,0.0,0.0
-0.0404733117506946,0.0,0.0
-0.07744917093319151,0.0,0.0
-0.0596114841243804,0.0,0.0
-0.0164178221684612,0.0,0.0
-0.060358041943357484,0.0,0.0
0.059751273092069596,0.0,0.0
-0.0775552039689739,0.0,0.0
-0.04041185222525018,0.0,0.0
-0.0396723211858565,0.0,0.0
0.0150011865965259,0.0,0.0
-0.07723766308751111,0.0,0.0
0.015166040618549799,0.0,0.0
0.0157922855004194,0.0,0.0
-0.09142443554908071,0.0,0.0
-0.061103953797074305,0.0,0.0
-0.015673017229624598,0.0,0.0
-0.0159573061592042,0.0,0.0
-0.0407915367449724,0.0,0.0
0.015477680709086599,0.0,0.0
-0.1159739327862569,0.0,0.0
-0.0770656131650778,0.0,0.0
0.0155660819450673,0.0,0.0
-0.0406315954922067,0.0,0.0
-0.06042733634075328,0.0,0.0
0.13526639898057322,0.0,0.0
-0.0605897470118959,0.0,0.0
-0.1153238692069989,0.0,0.0
0.0148158714977238,0.0,0.0
-0.015920919114113797,0.0,0.0
-0.0919424869719844,0.0,0.0
-0.015621657269297998,0.0,0.0
-0.0162179175373481,0.0,0.0
-0.0773161402371258,0.0,0.0
-0.04036931706592056,0.0,0.0
-0.0600268041823647,0.0,0.0
0.015472634423386799,0.0,0.0
-0.0605687327955738,0.0,0.0
0.1354360697671757,0.0,0.0
-0.0776569981756319,0.0,0.0
-0.060086069587618904,0.0,0.0
-0.016188164352027197,0.0,0.0
-0.016151479756009904,0.0,0.0
-0.015578623012793898,0.0,0.0
-0.016181744118564198,0.0,0.0
-0.0769377794375531,0.0,0.0
-0.060743508360793404,0.0,0.0
-0.0769499338842864,0.0,0.0
-0.015590034853794899,0.0,0.0
0.0145853674413671,0.0,0.0
-0.015450064481728998,0.0,0.0
0.0593309188284447,0.0,0.0
-0.0775808658290487,0.0,0.0
-0.0402980161071454,0.0,0.0
-0.04048334328600652,0.0,0.0
0.0160577428896008,0.0,0.0
-0.060660511997527006,0.0,0.0
0.059760715247660794,0.0,0.0
-0.0603716390034526,0.0,0.0
-0.0913359758201826,0.0,0.0
-0.0411290427850019,0.0,0.0
-0.015425327064064197,0.0,0.0
-0.060491897898190705,0.0,0.0
0.015328409327382185,0.0,0.0
0.0150158956578418,0.0,0.0
-0.0916750185708756,0.0,0.0
-0.04050700176366477,0.0,0.0
-0.0157184878432916,0.0,0.0
-0.0158657622005053,0.0,0.0
-0.016204037549555298,0.0,0.0
0.015056443965361899,0.0,0.0
-0.059913126376612,0.0,0.0
-0.07680623903929261,0.0,0.0
-0.060938791415649604,0.0,0.0
0.1352893472779207,0.0,0.0
-0.060303062415878524,0.0,0.0
0.015507789302459099,0.0,0.0
-0.0405862768329661,0.0,0.0
-0.0770081038189269,0.0,0.0
-0.06029105801619388,0.0,0.0
-0.0165335472263183,0.0,0.0
-0.0913173858809644,0.0,0.0
-0.0162811197702516,0.0,0.0
0.015524735082067899,0.0,0.0
-0.11617770557942077,0.0,0.0
-0.09177795275362781,0.0,0.0
-0.0405356359540464,0.0,0.0
0.0156193848875154,0.0,0.0
-0.0922532147001703,0.0,0.0
1.5148251401862078,0.0,0.0
-0.0601043829570652,0.0,0.0
-0.10457553730603347,0.0,0.0
-0.0606640508190218,0.0,0.0
0.0157002138338799,0.0,0.0
-0.0774277911361365,0.0,0.0
-0.04039460507995886,0.0,0.0
-0.0406039760267811,0.0,0.0
-0.0601188872931706,0.0,0.0
-0.060335841338082945,0.0,0.0
-0.015665289170826498,0.0,0.0
-0.0406690315950525,0.0,0.0
-0.060602776309217905,0.0,0.0
0.1355135226549456,0.0,0.0
-0.0914649018393581,0.0,0.0
-0.07736212520698921,0.0,0.0
-0.0162979479282333,0.0,0.0
-0.0400528068042284,0.0,0.0
-0.07698472191104061,0.0,0.0
0.015335996876020316,0.0,0.0
-0.0606848062677642,0.0,0.0
-0.0766602388104073,0.0,0.0
-0.060753053514782406,0.0,0.0
0.0155579221831081,0.0,0.0
-0.015883313890441897,0.0,0.0
-0.0164547699826063,0.0,0.0
0.059600655101682866,0.0,0.0
-0.07694948437893301,0.0,0.0
-0.07713625289957082,0.0,0.0
-0.0406696940909199,0.0,0.0
-0.07711962628783664,0.0,0.0
-0.076803506402788,0.0,0.0
-0.016315980913152298,0.0,0.0
-0.0919732389874468,0.0,0.0
-0.040451594347780125,0.0,0.0
0.0158451427522696,0.0,0.0
-0.01607134255197135,0.0,0.0
0.0151306435025049,0.0,0.0
0.059359432854029,0.0,0.0
0.0598488348275291,0.0,0.0
-0.10459320343863437,0.0,0.0
-0.059930676159171005,0.0,0.0
0.015276398951247295,0.0,0.0
-0.016014831400169512,0.0,0.0
-0.060602771858669906,0.0,0.0
-0.015159738065818999,0.0,0.0
-0.0607779651396139,0.0,0.0
-0.0406260062396445,0.0,0.0
-0.060100761482535105,0.0,0.0
0.015264200634826045,0.0,0.0
-0.0774565391333898,0.0,0.0
1.5145068656001086,0.0,0.0
0.015379899625187429,0.0,0.0
-0.10479339226903031,0.0,0.0
-0.040303523978257504,0.0,0.0
0.015587899167416699,0.0,0.0
-0.07734910290338551,0.0,0.0
-0.0408239895055838,0.0,0.0
-0.015671254176802898,0.0,0.0
-0.09194001755360741,0.0,0.0
-0.06024812675808752,0.0,0.0
-0.0405543155400183,0.0,0.0
0.059703828342444795,0.0,0.0
-0.04041320010551772,0.0,0.0
0.13549123939663582,0.0,0.0
-0.07679153570011,0.0,0.0
-0.1164446132114748,0.0,0.0
-0.016313414218510798,0.0,0.0
0.059683709957866586,0.0,0.0
-0.0599193164531615,0.0,0.0
0.05928183627713619,0.0,0.0
0.015444386159100605,0.0,0.0
-0.1044889220114072,0.0,0.0
-0.0606249737355296,0.0,0.0
0.0162811928272931,0.0,0.0
-0.0408866195251662,0.0,0.0
-0.0163357152790128,0.0,0.0
0.0155278580952161,0.0,0.0
-0.09170565614367385,0.0,0.0
-0.07724224206566528,0.0,0.0
-0.040610982461002004,0.0,0.0
-0.015465217962057598,0.0,0.0
-0.09234730818711111,0.0,0.0
-0.0157026992061765,0.0,0.0
0.015151115387757099,0.0,0.0
-0.0600824106013266,0.0,0.0
-0.09160690547609171,0.0,0.0
0.015277924853436963,0.0,0.0
-0.0399183137852309,0.0,0.0
0.014696901990335898,0.0,0.0
0.0594203195303597,0.0,0.0
-0.1257754154684589,0.0,0.0
-0.0608895130402268,0.0,0.0
0.014943077062180399,0.0,0.0
-0.0399478889486296,0.0,0.0
-0.0914103145959004,0.0,0.0
-0.0405612533086407,0.0,0.0
-0.0605703985721309,0.0,0.0
-0.10444124329011331,0.0,0.0
-0.0599687505977661,0.0,0.0
0.0591620408751882,0.0,0.0
-0.0770270326355898,0.0,0.0
-0.016336880686810197,0.0,0.0
0.13534166092711578,0.0,0.0
-0.1158454677167011,0.0,0.0
-0.07726733361979665,0.0,0.0
-0.04045279090941386,0.0,0.0
-0.0769467155022514,0.0,0.0
-0.060266096163748624,0.0,0.0
-0.0160240968054237,0.0,0.0
-0.0770222285868626,0.0,0.0
-0.0604978158555163,0.0,0.0
-0.0407215442473248,0.0,0.0
-0.0397546823923365,0.0,0.0
-0.060587793857093106,0.0,0.0
0.0594437249625715,0.0,0.0
-0.0405542754850858,0.0,0.0
-0.0913984011145546,0.0,0.0
-0.01603074465263003,0.0,0.0
0.059548005118213475,0.0,0.0
-0.060522209945188504,0.0,0.0
-0.0601450425282867,0.0,0.0
-0.01597626994445882,0.0,0.0
-0.1053537722186755,0.0,0.0
-0.07641687648493241,0.0,0.0
0.0592144657880846,0.0,0.0
-0.015929900955877697,0.0,0.0
-0.04034530318021064,0.0,0.0
0.13546350548854602,0.0,0.0
-0.06030514845133032,0.0,0.0
-0.07731366509661561,0.0,0.0
-0.0401404495396624,0.0,0.0
-0.0606513095357381,0.0,0.0
-0.09168918720849925,0.0,0.0
-0.016094871327943475,0.0,0.0
-0.077036781243204,0.0,0.0
-0.0771283258376955,0.0,0.0
-0.0406743004081549,0.0,0.0
-0.0400907788802183,0.0,0.0
-0.0602295597074022,0.0,0.0
-0.0608255427698878,0.0,0.0
0.1353295420847669,0.0,0.0
-0.09179542496949211,0.0,0.0
-0.10399442098142331,0.0,0.0
-0.0406767901718944,0.0,0.0
-0.0772926578740119,0.0,0.0
-0.10455895329240207,0.0,0.0
-0.015714521133391,0.0,0.0
-0.0605138569022852,0.0,0.0
-0.0604891391941903,0.0,0.0
-0.0599218373707373,0.0,0.0
-0.01606600570906298,0.0,0.0
-0.0405441568461906,0.0,0.0
-0.040257388961345404,0.0,0.0
0.1351320305769213,0.0,0.0
-0.09180121449671674,0.0,0.0
-0.0915266671810331,0.0,0.0
-0.01600546236072494,0.0,0.0
-0.040340090316855176,0.0,0.0
-0.0775480818205036,0.0,0.0
0.015324139344421426,0.0,0.0
-0.0596927740203647,0.0,0.0
-0.0773607728761736,0.0,0.0
-0.0606471501806861,0.0,0.0
-0.0158641174051033,0.0,0.0
-0.0770633185896601,0.0,0.0
0.015324501110398892,0.0,0.0
0.05955362298144177,0.0,0.0
-0.1048235415531278,0.0,0.0
-0.04044896216650295,0.0,0.0
0.05970382770665222,0.0,0.0
-0.04052007302329703,0.0,0.0
-0.0402743843327755,0.0,0.0
0.0597364603965634,0.0,0.0
-0.09181441164327965,0.0,0.0
-0.06027058485935657,0.0,0.0
-0.0402203489572764,0.0,0.0
-0.0163114527984045,0.0,0.0
-0.06040184296571195,0.0,0.0
0.1354871531577304,0.0,0.0
-0.0400294045509795,0.0,0.0
-0.0777125925145348,0.0,0.0
-0.0599721539954417,0.0,0.0
-0.040200812322908,0.0,0.0
-0.0775980760983704,0.0,0.0
-0.015916277192494298,0.0,0.0
0.059430216277644894,0.0,0.0
-0.10485987392005651,0.0,0.0
-0.0401214711311784,0.0,0.0
-0.015634997469191197,0.0,0.0
0.059458125664486494,0.0,0.0
-0.0165419606695166,0.0,0.0
0.1355669425832282,0.0,0.0
-0.06038867506560768,0.0,0.0
-0.0768054888040494,0.0,0.0
-0.016281430037030198,0.0,0.0
-0.015735563960379097,0.0,0.0
-0.0607022727614953,0.0,0.0
-0.01601164353617826,0.0,0.0
-0.016321922394803397,0.0,0.0
-0.09130074210283061,0.0,0.0
-0.0773284294718858,0.0,0.0
0.0597359924532253,0.0,0.0
0.015403453197070137,0.0,0.0
-0.0606522931068578,0.0,0.0
1.5144874205198717,0.0,0.0
-0.0915872283315633,0.0,0.0
-0.016396045636836897,0.0,0.0
-0.0157480878026008,0.0,0.0
-0.015901987118487997,0.0,0.0
-0.0607755370477546,0.0,0.0
-0.0401624269817417,0.0,0.0
-0.059846326829296304,0.0,0.0
-0.0605836128850934,0.0,0.0
0.015349034438645886,0.0,0.0
0.0594966051029545,0.0,0.0
-0.0601689731251688,0.0,0.0
-0.016167706454211797,0.0,0.0
0.13530179037448486,0.0,0.0
-0.1263365291227403,0.0,0.0
-0.060249481632073436,0.0,0.0
-0.0608484332101106,0.0,0.0
-0.0403138155527343,0.0,0.0
-0.0401152123890304,0.0,0.0
0.015291752706238266,0.0,0.0
-0.0399256819854293,0.0,0.0
-0.0776695442705939,0.0,0.0
-0.0599238668206496,0.0,0.0
0.0147222351456473,0.0,0.0
-0.0769945449063866,0.0,0.0
1.5145858246804984,0.0,0.0
0.059796399741951396,0.0,0.0
-0.09254473322716611,0.0,0.0
-0.015266088362098298,0.0,0.0
0.015148207272500599,0.0,0.0
-0.0604656326709585,0.0,0.0
-0.0770270911285071,0.0,0.0
0.0155788092409143,0.0,0.0
-0.09175061367272956,0.0,0.0
-0.09192747336602321,0.0,0.0
-0.0775558480268564,0.0,0.0
-0.0156700366340141,0.0,0.0
-0.09165512716424809,0.0,0.0
0.05964950686028514,0.0,0.0
-0.0408537344256011,0.0,0.0
-0.0912902858580759,0.0,0.0
