Mic_plus_rain,nasal,resp
0.0634613040716515,0.0,0.0
0.3442206321266497,0.0,0.0
-0.0067891876651503,0.0,0.0
0.050991928972405995,0.0,0.0
0.1433217018414477,0.0,0.0
0.0066806166714758995,0.0,0.0
-0.1367649780766865,0.0,0.0
-0.26973831462726944,0.0,0.0
-0.08854325356871151,0.0,0.0
0.1327220628156185,0.0,0.0
0.2025358154589641,0.0,0.0
0.1323002106246774,0.0,0.0
0.5039163512408699,0.0,0.0
0.0496078498543776,0.0,0.0
-0.0617246263662937,0.0,0.0
-0.1093621524177448,0.0,0.0
-0.16686799296695828,0.0,0.0
-0.14661535332616948,0.0,0.0
0.27043060701689275,0.0,0.0
0.2708248257549716,0.0,0.0
-0.1041708588506837,0.0,0.0
0.0267287968002228,0.0,0.0
-0.08902897621055679,0.0,0.0
0.270965045993521,0.0,0.0
0.17055086857744822,0.0,0.0
0.0628569406271817,0.0,0.0
-0.0063785489479255,0.0,0.0
0.5038214153287619,0.0,0.0
-0.0472730207562301,0.0,0.0
-0.1214293395058256,0.0,0.0
2.3302525218238936,0.0,0.0
-0.07869847642224319,0.0,0.0
0.11183685414357442,0.0,0.0
0.055874548376867096,0.0,0.0
-0.1470746746811707,0.0,0.0
0.09418975994961261,0.0,0.0
0.0118851166451027,0.0,0.0
0.0164020879265835,0.0,0.0
0.1436746595485254,0.0,0.0
-0.0431825608667182,0.0,0.0
-0.11916914318833269,0.0,0.0
-0.16831394047860568,0.0,0.0
0.2223761792460303,0.0,0.0
-0.1288542095134316,0.0,0.0
-0.1439602409608813,0.0,0.0
-0.1204217163528032,0.0,0.0
-0.1025089530432932,0.0,0.0
-0.2492884226767019,0.0,0.0
0.5034700572758132,0.0,0.0
-0.0644605177118548,0.0,0.0
-0.23204858741985812,0.0,0.0
-0.030733269357609797,0.0,0.0
0.12218975343895251,0.0,0.0
-0.1267213328030396,0.0,0.0
0.0263908844887353,0.0,0.0
-0.1022434613213127,0.0,0.0
-0.1843828552304497,0.0,0.0
-0.1701938804781532,0.0,0.0
0.102803132664086,0.0,0.0
-0.1145219207551611,0.0,0.0
0.344291386303807,0.0,0.0
-0.10474627275165249,0.0,0.0
0.002227920264338138,0.0,0.0
0.05026281793759,0.0,0.0
-0.0624972752053363,0.0,0.0
0.1854947877399343,0.0,0.0
-0.1608545816273669,0.0,0.0
-0.22801163116523301,0.0,0.0
-0.1917318389409881,0.0,0.0
-0.21832614197654032,0.0,0.0
-0.097446810555724,0.0,0.0
0.021073697657541798,0.0,0.0
-0.0832511866336408,0.0,0.0
0.24460190255274059,0.0,0.0
0.2440418169750596,0.0,0.0
0.011673716884160733,0.0,0.0
0.09384945705802801,0.0,0.0
0.002195967236693877,0.0,0.0
0.5031584642339272,0.0,0.0
0.10238381919291291,0.0,0.0
-0.037045028935581176,0.0,0.0
-0.1274590491665433,0.0,0.0
0.032038714981703,0.0,0.0
0.4030166371663162,0.0,0.0
0.056666185797075,0.0,0.0
-0.12124207824593909,0.0,0.0
-0.2013174465546595,0.0,0.0
0.10251529791929319,0.0,0.0
-0.1437802105699961,0.0,0.0
0.0697415664188714,0.0,0.0
0.0065809701721499,0.0,0.0
0.0778096714103888,0.0,0.0
-0.1862049718096151,0.0,0.0
-0.1584659275007019,0.0,0.0
-0.23170425487490762,0.0,0.0
0.1220710706740177,0.0,0.0
-0.05941304464588557,0.0,0.0
0.03232477713678543,0.0,0.0
-0.0333583071351067,0.0,0.0
-0.0225969857340293,0.0,0.0
0.14404698858390083,0.0,0.0
-0.140393208289479,0.0,0.0
-0.033890770068399204,0.0,0.0
0.503500325453123,0.0,0.0
-0.07076001850077415,0.0,0.0
0.5038017756959957,0.0,0.0
-0.014780941151829917,0.0,0.0
0.1213600485738678,0.0,0.0
-0.0465206537004585,0.0,0.0
-0.17351135643481178,0.0,0.0
0.1309917463180728,0.0,0.0
-0.16411894299543528,0.0,0.0
0.0073161943526131,0.0,0.0
0.0320594532640457,0.0,0.0
-0.0834348760108184,0.0,0.0
-0.1685379988697961,0.0,0.0
0.06348523530432611,0.0,0.0
-0.0840542848508783,0.0,0.0
2.3295118667032204,0.0,0.0
-0.07063890573660234,0.0,0.0
-0.15872764283961607,0.0,0.0
-0.1324022536395454,0.0,0.0
0.1558076628749064,0.0,0.0
-0.2124298292497334,0.0,0.0
0.5031820642186681,0.0,0.0
0.3448389728351769,0.0,0.0
-0.1506983554699593,0.0,0.0
0.049986581956816455,0.0,0.0
-0.049770086748898,0.0,0.0
-0.1714134968499705,0.0,0.0
-0.0017945015342327002,0.0,0.0
-0.15652310244474485,0.0,0.0
0.1442497059613835,0.0,0.0
-0.010729245566982883,0.0,0.0
0.0375660742411252,0.0,0.0
0.4034202440176169,0.0,0.0
-0.20587479826813437,0.0,0.0
-0.16925018626895208,0.0,0.0
0.0163478471900814,0.0,0.0
-0.2315542318846664,0.0,0.0
-0.06783184661107185,0.0,0.0
-0.1546522162499331,0.0,0.0
-0.09351215897950449,0.0,0.0
-0.2114808733017807,0.0,0.0
0.34449043642969385,0.0,0.0
-0.2525451346127449,0.0,0.0
0.10254432630107391,0.0,0.0
0.3447298733717858,0.0,0.0
0.09348518478621401,0.0,0.0
2.329705911869925,0.0,0.0
-0.19700912591858186,0.0,0.0
-0.146987436309817,0.0,0.0
-0.14913434418995442,0.0,0.0
-0.014764835254217954,0.0,0.0
-0.0594937534274526,0.0,0.0
0.07079393093147271,0.0,0.0
-0.0655580527440258,0.0,0.0
0.11160967146765069,0.0,0.0
0.0774830062696244,0.0,0.0
0.050770439819027395,0.0,0.0
0.13251958004559744,0.0,0.0
-0.10467883741175779,0.0,0.0
-0.0834773342392459,0.0,0.0
-0.1068862911055729,0.0,0.0
-0.09543675151049509,0.0,0.0
0.1852979393637486,0.0,0.0
-0.1730566388538754,0.0,0.0
-0.0703412651628632,0.0,0.0
-0.07689412908569661,0.0,0.0
-0.1106050964858961,0.0,0.0
-0.0566413676166022,0.0,0.0
-0.10669385512988569,0.0,0.0
-0.0564518836258594,0.0,0.0
-0.1961514633464195,0.0,0.0
0.03769368989179531,0.0,0.0
0.5032756624231899,0.0,0.0
-0.1623738176167732,0.0,0.0
-0.20038972050271686,0.0,0.0
-0.030405125363306498,0.0,0.0
0.11189244721089213,0.0,0.0
0.13260217140899105,0.0,0.0
-0.1041221717623594,0.0,0.0
-0.16529459404703617,0.0,0.0
-0.0068732349935499,0.0,0.0
-0.15811600443160398,0.0,0.0
-0.15757016760141151,0.0,0.0
0.12169975127725781,0.0,0.0
-0.0504815532680607,0.0,0.0
-0.15965602843509932,0.0,0.0
0.1219427003375563,0.0,0.0
-0.0063412597131654,0.0,0.0
0.044301837896548,0.0,0.0
-0.1626802327638955,0.0,0.0
-0.10283225420552211,0.0,0.0
-0.1747992600287969,0.0,0.0
-0.20051067050398844,0.0,0.0
-0.1282496426153366,0.0,0.0
0.0774756024650417,0.0,0.0
0.0568584253128554,0.0,0.0
0.5033382447583288,0.0,0.0
0.011508961409986699,0.0,0.0
0.0027300838664845,0.0,0.0
0.026732081304686,0.0,0.0
-0.1303756674141848,0.0,0.0
-0.13347017085134089,0.0,0.0
-0.143810233967163,0.0,0.0
-0.1177230957240207,0.0,0.0
-0.2245434166356138,0.0,0.0
-0.2138361305492136,0.0,0.0
-0.0936721580893949,0.0,0.0
-0.21019346426168928,0.0,0.0
0.044538982170600094,0.0,0.0
-0.14799559162122808,0.0,0.0
-0.09333811521154343,0.0,0.0
-0.1165517667903721,0.0,0.0
-0.14237230385750455,0.0,0.0
0.04380520886880208,0.0,0.0
0.0168249344971183,0.0,0.0
0.24425663221373609,0.0,0.0
-0.2528701606802407,0.0,0.0
