Mic_plus_white_noise,nasal,resp
-0.2848732601372992,0.0,0.0
-0.0146611721289785,0.0,0.0
-0.0058880981868759995,0.0,0.0
-0.1167089630132104,0.0,0.0
0.38733071613852116,0.0,0.0
-0.1562473257372813,0.0,0.0
-0.17559412396520432,0.0,0.0
0.046901253490348474,0.0,0.0
0.03274584003407119,0.0,0.0
-0.23754874779336502,0.0,0.0
-0.2143093308552455,0.0,0.0
-0.1689461050957566,0.0,0.0
-0.1165570013118207,0.0,0.0
-0.0930596848770473,0.0,0.0
-0.0016754012369565997,0.0,0.0
-0.221906046290679,0.0,0.0
0.1634208312713326,0.0,0.0
-0.0329357943133429,0.0,0.0
0.13067589512703331,0.0,0.0
0.244355939631251,0.0,0.0
-0.0682267826059752,0.0,0.0
-0.1678875244629487,0.0,0.0
-0.1137117007556195,0.0,0.0
-0.040854357011878395,0.0,0.0
-0.25571072717888854,0.0,0.0
-0.07908241502812101,0.0,0.0
-0.15594942639596251,0.0,0.0
0.10158419515574829,0.0,0.0
-0.1661220229696048,0.0,0.0
0.04195406300155231,0.0,0.0
-0.302805292047162,0.0,0.0
-0.02272090021531149,0.0,0.0
0.23601706174993223,0.0,0.0
-0.0016488645914383001,0.0,0.0
-0.1543688097087504,0.0,0.0
0.3090422437134433,0.0,0.0
0.0937522078303851,0.0,0.0
0.0952643894945886,0.0,0.0
0.0949439118872033,0.0,0.0
-0.0300693942639932,0.0,0.0
0.1475640101901518,0.0,0.0
0.20618481292694432,0.0,0.0
0.0976235087420309,0.0,0.0
-0.1335218683192879,0.0,0.0
-0.1347255377907039,0.0,0.0
0.2976108301262686,0.0,0.0
-0.04489624986795469,0.0,0.0
0.0822633236620942,0.0,0.0
0.18075444056067902,0.0,0.0
-0.1182421741599222,0.0,0.0
-0.1193183202167036,0.0,0.0
0.0319257439022333,0.0,0.0
0.1481634506926822,0.0,0.0
-0.2329403644937818,0.0,0.0
-0.13690188692072178,0.0,0.0
0.0455598594689368,0.0,0.0
0.12496295594164859,0.0,0.0
0.114822621589942,0.0,0.0
0.2575505444633258,0.0,0.0
0.1202289846187911,0.0,0.0
-0.0672955974103976,0.0,0.0
-0.2078808809751252,0.0,0.0
0.11971868160004795,0.0,0.0
-0.13453230135215968,0.0,0.0
0.3549556864531442,0.0,0.0
-0.0712249657000157,0.0,0.0
-0.1923903658392716,0.0,0.0
-0.1255004917983023,0.0,0.0
0.006624805616541,0.0,0.0
0.1633972211139104,0.0,0.0
0.22110302903024429,0.0,0.0
-0.19839751620893162,0.0,0.0
-0.25353795480203684,0.0,0.0
0.5705812945321894,0.0,0.0
-0.110409754476573,0.0,0.0
-0.17739122273632196,0.0,0.0
-0.0552678544996397,0.0,0.0
-0.059701653535580726,0.0,0.0
0.22788896360790828,0.0,0.0
-0.10765407800371139,0.0,0.0
8.111941478913515e-05,0.0,0.0
-0.09656518220642961,0.0,0.0
-0.0069647445696189,0.0,0.0
-0.1597271042919811,0.0,0.0
0.11148999712902001,0.0,0.0
-0.2766632284773568,0.0,0.0
-0.0008529304849812999,0.0,0.0
-0.23310175029855662,0.0,0.0
-0.0993341395574635,0.0,0.0
-0.2051193921956709,0.0,0.0
0.0044565878904227,0.0,0.0
-0.0786017246845388,0.0,0.0
0.0706155121526791,0.0,0.0
-0.2238838512110154,0.0,0.0
-0.0016677577385714997,0.0,0.0
-0.042707988504387596,0.0,0.0
-0.2182178891758869,0.0,0.0
-0.13919756789681856,0.0,0.0
0.28138441073647996,0.0,0.0
-0.1917600136194742,0.0,0.0
-0.042103377480454784,0.0,0.0
-0.088799660684392,0.0,0.0
-0.1603762049108737,0.0,0.0
0.03689910150413517,0.0,0.0
0.14274132579079915,0.0,0.0
-0.15466903675149,0.0,0.0
-0.16968180390850832,0.0,0.0
-0.049727591385524,0.0,0.0
0.0161735776247648,0.0,0.0
0.21343771030394842,0.0,0.0
-0.20848155553386488,0.0,0.0
0.0219710828734524,0.0,0.0
-0.1747463462332448,0.0,0.0
-0.009152174749958499,0.0,0.0
-0.1333523474933679,0.0,0.0
-0.1912821291125015,0.0,0.0
-0.1389198079212331,0.0,0.0
-0.10458570351950461,0.0,0.0
0.17479485918686102,0.0,0.0
0.39736721574028044,0.0,0.0
-0.13561274562217918,0.0,0.0
-0.2228262306015433,0.0,0.0
0.0359404229354315,0.0,0.0
-0.1592857640522995,0.0,0.0
-0.0001564858088826897,0.0,0.0
-0.09791369623868769,0.0,0.0
-0.1790700033307485,0.0,0.0
0.025907059472130956,0.0,0.0
-0.030229167667518,0.0,0.0
0.42750348440383923,0.0,0.0
-0.1448022198338577,0.0,0.0
-0.22658306355950367,0.0,0.0
0.0808481020409637,0.0,0.0
-0.02972571726923458,0.0,0.0
0.32676979163483666,0.0,0.0
0.3711670609622847,0.0,0.0
0.10922281373563461,0.0,0.0
0.0593449413789193,0.0,0.0
-0.09067597765721709,0.0,0.0
0.4068020485710862,0.0,0.0
0.09932216986009056,0.0,0.0
-0.13770121202050412,0.0,0.0
-0.2146318585277107,0.0,0.0
-0.1186295039895927,0.0,0.0
-0.03933417524090915,0.0,0.0
0.0148771923624377,0.0,0.0
0.1404223035509289,0.0,0.0
-0.2194153316536,0.0,0.0
0.41696163387094587,0.0,0.0
-0.0020223379883108,0.0,0.0
0.057526035192733437,0.0,0.0
0.0918597783915302,0.0,0.0
0.12610574637985,0.0,0.0
-0.13364535886133916,0.0,0.0
0.1717628531471502,0.0,0.0
